,order_id,seller_id,seller_city,seller_state,product_category_name_english,product_id
110572,03c83b31dbc387f83f1b5579b53182fb,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110573,048e6e4623dbf118c43e0f5572016faa,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110574,106ff3ba3e84e22713bf2a10c582fd94,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110575,13b4f8c4b570d25d95bfd3c915ed9c38,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110576,256ccc96b2c931006d95ba7a05181037,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110577,2ca1528ba222dcef1b182632376e53a0,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110578,2ce81d16edb6568f5ff5b9ec2e5cb4b7,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110579,4733b3de4bf04376a9d53930899ef18c,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110580,4bfda23ff0ed8665aa9113bfb4130bf3,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110581,564e414f20390e6417f5e6c6ad3f095e,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110582,5ca18035ac56a17dd903b0e8410aae06,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110583,5e34ad6a26152d8d8743a70e214b1a98,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110584,5f5a937b8e63ac95df2db115354de971,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110585,5f66067164a5ca7adf49a87bfe4cccc1,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110586,82ee69216f11b23e2d21d2796e079366,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110587,8a4f504a9826004fb1b0957a12aad33a,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110588,8a4f504a9826004fb1b0957a12aad33a,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110589,a7e3fbb3111b4a3c0907fbfad7690ffd,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110590,bb9e3fdfc33f7fe56fd38f6adacf760f,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110591,d237eb0a6caf6cc0d9cf5ba7a815c077,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110592,d858299446e4d2e4a686d1dcf9a93359,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110593,dda0b2b9a46f5c43da98422227eaaccf,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
110594,ed35f59756edecbfcefb866146f00905,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,computers,a04087ab6a96ffa041f8a2701a72b616
