,order_id,customer_id,customer_city,customer_state,product_category_name_english,product_id
110597,05d61bb749461f4805dbda51f767fa47,80f16375ce928674fe11f2e5130208e1,cedro de sao joao,SE,computers,bc4cd4da98dd128c39bf0b8c2674032f
110598,0be31296e8456f2017743c363de5a1da,7ca107237a9bd4f07595806d73b75edd,leme,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110599,0e6386e1cb625fe4fdbd3d101d2cb687,6482c915ec997dacbb610e3e6cf6c6bd,sao paulo,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110600,2e9d8685e015feaba98d02e5544583f6,d1c1552729f4a36ad3f2e9f2103681e1,camanducaia,MG,computers,bc4cd4da98dd128c39bf0b8c2674032f
110601,3689c2503baba1c0879d94cdbe6d6d60,176db5144496b2af02a70eff67f81d11,presidente prudente,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110602,36db19001f33a6f23042adbc4a0e30a5,2421c7be6e7456c06f434ff26cb4223a,campos dos goytacazes,RJ,computers,bc4cd4da98dd128c39bf0b8c2674032f
110603,442693e8e705ad1f9c91f762f0d297bc,0049e8442c2a3e4a8d1ff5a9549abd53,bertioga,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110604,4cfdd4464ee3dbf59c17a69045429af4,3a1b9fe3e0d0d7541f37438799c97571,palmas,TO,computers,bc4cd4da98dd128c39bf0b8c2674032f
110605,706296e2ab240216ffef853d1095d04f,f0685eff82fe533447ab1a84c25704c1,sao paulo,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110606,826456a3605c466dec176f032fa660a9,1ed4be846471fc0c529d51f2f8274c0a,santos,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110607,869bb454aa7fd93af2e620c1d34d5e49,be55f2be3c967a6b77b75158d8d6260d,barra longa,MG,computers,bc4cd4da98dd128c39bf0b8c2674032f
110608,9e7752c172e3994115a2cd609a18de29,c2b15e2fdaf53bfb90b245f2ad21d94d,sao paulo,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110609,a73de8635a0cb0aee3da3736197f76b2,d1f24011654af00df1a8326c6cb8aac1,rio de janeiro,RJ,computers,bc4cd4da98dd128c39bf0b8c2674032f
110610,c0abd38f3c86c3d4996c94bcf99df796,36f58303deca083523374389d472bfec,brasilia,DF,computers,bc4cd4da98dd128c39bf0b8c2674032f
110611,c40c104dd1bde11aba73864c16a42f21,80cf55a439bbb373aea40a08515fb39b,rio de janeiro,RJ,computers,bc4cd4da98dd128c39bf0b8c2674032f
110612,e56a1cb152fd9b915de07e0f4f5b462b,1f468c5a64641a32137d557ade625dbf,porto velho,RO,computers,bc4cd4da98dd128c39bf0b8c2674032f
110613,f55a684badae11bd4d494dd474d82130,3c984113b6e566d2dd37ded86c65eb0a,sao paulo,SP,computers,bc4cd4da98dd128c39bf0b8c2674032f
110614,08cbb1d4cd574b126569b208fd4b26ea,51478fa6f626871ba9023c80585e4952,contagem,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110615,0945dadba69dad599e42c31e78450de4,be33968269bf8c51037b65cdf4edff1b,alto paraiso,RO,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110616,0af4a846cbf75b456c934b786d683618,7194be434cc4eb4eb1a7a44bb4e9e24d,nova olinda do maranhao,MA,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110617,0b382db57a557ff7703eaba5e991e7fb,0732c0881c70ebcda536a4b14e9db106,periquito,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110618,17e8356af05cf890ac4604347b3c17a6,e6db53dc3619628a8e024f3e1f4abc86,almenara,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110619,1ea7acde8dacf11a098d0b85b13cdc0e,281fb8b9868caf9889214e5a8d56e271,vicosa,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110620,338515ff7c1216299678e18a593799a5,a5252e81424e5fb2c7ddf01256cf94e0,patos de minas,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110621,34aed6e4313d7573b0d3b459f3a805ea,7afdb6b1737919a448daeb749ee49758,antonina,PR,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110622,6b8a03d40f75b75ec65ed5ba13d80f95,72a4878a79935a45e5acec3b541af15a,macapa,AP,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110623,6fd59e3ae7e24c50131f6bc97c4c7776,f41666558f4e35056a445c27c2ac3d8b,sao paulo,SP,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110624,6fd59e3ae7e24c50131f6bc97c4c7776,f41666558f4e35056a445c27c2ac3d8b,sao paulo,SP,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110625,70623d7ff2e126f3688dba1042ec9531,fe5113a38e3575c04f5a3413100d4e48,niteroi,RJ,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110626,76754c0e642c8f99a8c3fcb8a14ac700,f6c39f83de772dd502809cee2fee4c41,ibirite,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110627,820349ed7a25bbfa196bb4f9a28442f2,687f63c64f1b99fbd97d3d1e940c781a,juazeiro do norte,CE,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110628,8bcb04c1ca645d109ed37389fda5dbb0,dd977fc3619f271f431181f90e305a1f,sao paulo,SP,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110629,8df1ba8711787d5cfe3b90f535d04dc4,547a0b4f2de7e4276e3cf1c92f15dcd6,bacabal,MA,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110630,90afb8151d6aca71ae7b52a029ebc165,3faee0bb2909b67bc79d9f5650f728c2,belo horizonte,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110631,b9ae09da0b039cc190c9d1cb607a4392,bf5b4a36dd34728d4ef30e6085f22ab3,ipatinga,MG,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110632,dc825a422ff7a8e462852fc476ba5686,812620275ae6895f00773306dfc75769,embu-guacu,SP,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110633,e72e22dce48aaee824371b8e02641f15,d1ea8164411774eb6b46718f894eaace,rio de janeiro,RJ,computers,588531f8ec37e7d5ff5b7b22ea0488f8
110634,08cc8c614786867bb0a845cd117d349b,79c153310ee3cfd3c2a760c9798b179a,aracaju,SE,computers,d6160fb7873f184099d9bc95e30376af
110635,0a187dd7f4efe70e8c3b6e3779b3b133,23fafaadc0b11501176401ba0003c22d,brasilia,DF,computers,d6160fb7873f184099d9bc95e30376af
110636,1407ed7d738d943469994266e9706b46,e85b1dcef5f92e0647dc214b455b83c8,sao lourenco do sul,RS,computers,d6160fb7873f184099d9bc95e30376af
110637,17affe817f6b2a24ec4a9b5bb67a1671,a2593be583c3bec897ec5664bb6e4770,ipira,BA,computers,d6160fb7873f184099d9bc95e30376af
110638,1badd176eb41888c1a20a7614fba59e1,ed189d4d749b9877a2aa93d9d32f339b,codo,MA,computers,d6160fb7873f184099d9bc95e30376af
110639,2d472b4b2d08108565852ca0782507f2,7c3c95a24ec40f62f817a4b46fa1130c,sao paulo,SP,computers,d6160fb7873f184099d9bc95e30376af
110640,3710f61b45bb40db596e352722b6937e,e54e09bbe2be2674c611aa7a6456a8e7,rondonopolis,MT,computers,d6160fb7873f184099d9bc95e30376af
110641,465c108e33e2b7e6953f020140a457ba,46f6a5bae4ef97e9769697f718523353,itapaje,CE,computers,d6160fb7873f184099d9bc95e30376af
110642,53d6fdda7e6cd60c16d5051f00ac2af3,f33ce5c93bb775dce8f1ee9e1055e65e,riachao do jacuipe,BA,computers,d6160fb7873f184099d9bc95e30376af
110643,59b115dfb1007eca4cb7cd1a4cf2c790,c36218bce6a33d4814601c7744386d9e,piracicaba,SP,computers,d6160fb7873f184099d9bc95e30376af
110644,5a50ee4e7bf3b3bf306a1c3f19a1a885,72680b3da61c269ad2e5d342356fec77,pacaja,PA,computers,d6160fb7873f184099d9bc95e30376af
110645,5a902cc5a20f8cd076f116d16d5aef9d,ec5637e1b926c79b5472bd41d67882f8,praia grande,SP,computers,d6160fb7873f184099d9bc95e30376af
110646,5fa37b0775f5467f987580b059bce54a,8e6e4cf2ce41cda407074b416f893269,maceio,AL,computers,d6160fb7873f184099d9bc95e30376af
110647,60dc36170c9cc8c0215fafa26627670f,7074bf81824d0b653d0f13bc3b846c18,petrolina,PE,computers,d6160fb7873f184099d9bc95e30376af
110648,63b0abee9c82e79c3b6e860d070f2c62,b51ecad2f840841fc7f24a4aca209f01,contagem,MG,computers,d6160fb7873f184099d9bc95e30376af
110649,63e700a4baf3602c94a8d6648e896d41,4c8f87ae1692e8e9cb90458557bcf4cb,balneario camboriu,SC,computers,d6160fb7873f184099d9bc95e30376af
110650,6ae192daf1b6e9b99225e7300b79df48,ac12022931d88a2a8688a62d0f583f51,campinas,SP,computers,d6160fb7873f184099d9bc95e30376af
110651,6b24cf0591948a0a949ee51131cb78ad,ac7c0515474bc3f9cf19474ee4d228eb,salvador,BA,computers,d6160fb7873f184099d9bc95e30376af
110652,858d458b39082890e96fbb1fed8c2a52,f959b7bc834045511217e6410985963f,sao paulo,SP,computers,d6160fb7873f184099d9bc95e30376af
110653,94781b7e571ded2ff6f80434f6fe2a43,4442ce3a2d4bb4bc6c5752a8dfb37806,bauru,SP,computers,d6160fb7873f184099d9bc95e30376af
110654,a739bf4717343c5f9c84196b61a9c53f,daee6b701a5a602c82bc88c89b25e03b,guarulhos,SP,computers,d6160fb7873f184099d9bc95e30376af
110655,a806770e48c22cc0c2607982f3e87e30,ec690140f77f5ff4c884704c976e3489,barao ataliba nogueira,SP,computers,d6160fb7873f184099d9bc95e30376af
110656,a8a52afd408a3023bafcd9ed3c0d2e15,bccacce2d37971951fd3e82965330b87,cotia,SP,computers,d6160fb7873f184099d9bc95e30376af
110657,afd5ca74e46f54e04d9104595814ccb1,3c12c66685930cfd507eb4201111b516,londrina,PR,computers,d6160fb7873f184099d9bc95e30376af
110658,bfb8512783ccd2271d2e96d3b856bf2b,4ee7fc32553f4f1cda85112b9a2719e3,recife,PE,computers,d6160fb7873f184099d9bc95e30376af
110659,c22f4ba5610aa110fb73444de7600a2e,ed7c9514731cc85c9cd18dbf8115e8b0,brasilia,DF,computers,d6160fb7873f184099d9bc95e30376af
110660,cb00b252d2c836eeeb1d73ec439a0849,3f4c1215f72bf4746c1cb05b436e64f1,sobral,CE,computers,d6160fb7873f184099d9bc95e30376af
110661,cdca52aa619c8e59bd64701d54571cc0,36da15e62a3ecf96427337aba9139f2e,bauru,SP,computers,d6160fb7873f184099d9bc95e30376af
110662,ceed0f54453282dec0cc7c591237d5b6,fa4de7819dda8ca15bf86e413ba6473f,xanxere,SC,computers,d6160fb7873f184099d9bc95e30376af
110663,d19772e154f0929b89a1dab65648767b,b95975b682b09a1890557a1ab4021873,loreto,MA,computers,d6160fb7873f184099d9bc95e30376af
110664,d4a07b48835f3637cdf8baeab13c8a9a,17b48c3c14659979aca9d9bb5e057dee,nova iguacu,RJ,computers,d6160fb7873f184099d9bc95e30376af
110665,e3ef3902f4da2bf727f00602d912d034,897c8801e3fd285ce1196daed5ae2de7,recife,PE,computers,d6160fb7873f184099d9bc95e30376af
110666,e71f1d602c3b94eb593d48a61a2163fd,7f02a8230a3ff5c0888ea3a2c8ae618c,esteio,RS,computers,d6160fb7873f184099d9bc95e30376af
110667,f1860618b7674572f1f08801ab36833f,f3fd434cefcc530bec7e71f31a914b60,sao paulo,SP,computers,d6160fb7873f184099d9bc95e30376af
110668,f4b7ccd15f831ff995d4f307b0dc0f0b,223a807962e222b758aeee5610103f47,riachao do jacuipe,BA,computers,d6160fb7873f184099d9bc95e30376af
110669,09f8cd8a102b3f3fa2d5db0c6aee489a,ce5c2647d9125a115851c01b5b356426,parnaiba,PI,computers,e004a3b7f9524967fdb68bb70f850eb0
110670,2582e88a3e8a129cc809ccaf9a6d35d6,7d875beb796e3f0fb726c3854dbd3037,ouro fino,MG,computers,e004a3b7f9524967fdb68bb70f850eb0
110671,60e233aaaa492c07368a9bac1c0ee2d4,0c7bb23d01c5c4c485b8967dbacb97b1,prado,BA,computers,e004a3b7f9524967fdb68bb70f850eb0
110672,64582c699f99b4dd3c326b13c3bdc644,a095450e0630a3f9776ba4196dac1da1,belem,PA,computers,e004a3b7f9524967fdb68bb70f850eb0
110673,12c860cdab62139623897892199fea4f,714b234caa9995c089fcd8c7d7a77490,sao goncalo,RJ,computers,caaa713799b547352795c831a14f1c3c
110674,1e0b82a0da7f09ea9ba1b82dfaf4fa23,5ffbac5f715d934689592f398af9130a,barrinha,SP,computers,caaa713799b547352795c831a14f1c3c
110675,29dba01f92da927e611d340bc135f679,11eb7497f0981fd5b7cb235f4118c034,teresina,PI,computers,caaa713799b547352795c831a14f1c3c
110676,65d1a82f9ce69290556d70fc555cba43,e5f657faf489a605ece3d14855b8f2c4,aracati,CE,computers,caaa713799b547352795c831a14f1c3c
110677,cc5e04828d40b15276efba4b0cd1f566,9a152225eeff3dced495ddfc1ee07f25,santo amaro de campos,RJ,computers,caaa713799b547352795c831a14f1c3c
110678,cd44196e80474114b859765d62f12ddf,38a63fe852918021685a1f656a4d5049,sao paulo,SP,computers,caaa713799b547352795c831a14f1c3c
110679,edbfaeb8ad1b74d2dd3fa417465617fe,e24a84b778dca41f3760946e3ececa16,maceio,AL,computers,caaa713799b547352795c831a14f1c3c
110680,12f2f3174deba94de2aa43ad4adf6d3e,cc4fef4299b231a913af5205feed5e36,pirpirituba,PB,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110681,1457abef78cd241e85fd946503cb4e16,344ee65ac116bd585ab8ee04a18597e5,rio de janeiro,RJ,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110682,1b2b354adeb38c1c308c915faf7d3288,b0962c45b3881a52d605fe965ca9a776,osasco,SP,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110683,2bcf1f79964f8b4f4f62f19441601b1a,711fff4266b53bae9de25be1473dc0bc,rio branco,AC,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110684,3644344c9ad371ecfc67c6cbeb93531c,286cd699eec7a6faf30e808b715f1180,sao luis,MA,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110685,3c140d933d3475ec823f9b748ca5c49f,d64c957183fc8d75e536e89468feccda,petropolis,RJ,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110686,694e3d121f16bcbb9b4595b6c6ab3baf,2e0339ff984d6f41f11dfdbc7c93dcda,ibotirama,BA,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110687,694e3d121f16bcbb9b4595b6c6ab3baf,2e0339ff984d6f41f11dfdbc7c93dcda,ibotirama,BA,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110688,8193580d95dea97d43937711060b2846,4227cf6df4208d3ff1ce0aaa14e265a9,chapeco,SC,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110689,9322ed60e16ee4ff1efe8145cb66060f,79e3be07b961e4d6df3d52de6a560c47,porto uniao,SC,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110690,a498326cbf752acac00b7d65561dcd98,efa2729fe65e29fa63ac050b9f9fe3df,santo andre,SP,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110691,b4c80521e552d11e209d1388067ce814,3a486addcf71802e8445e303ab0a09e3,manaus,AM,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110692,c1eab66ff6c440a9f5d92f83b8f10550,31c45b49a140bc7c8a9bed80e74e8660,pacatuba,CE,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110693,cc4687e4e102c1c8c606a5a0a8e475db,079e85f42f5af80c74240b97b7a4dee1,paranaita,MT,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110694,ccac1a9dee556f517bdb745dd29bcb68,1a46899c81a1f73c1338cffd1164751d,porto alegre,RS,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110695,ed08d32792c528ba9942fd6b9e95cadb,c99b0b8a41674337a4165c53ceb7139b,cataguases,MG,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110696,ff098b9342213641be5da8163f0fcf2c,96247f13c0086e9d96b945227b7f8f25,brasilia,DF,computers,a5215a7a9f46c4185b12f38e9ddf2abc
110697,17774450f243f686546b04633a04dbdb,2e28b2a4b665efc5157224222743d141,campinas,SP,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110698,5383435eb2b05b6f4d5be7720974fe67,7fe98b2b2fa5e20a973f275bd5121c2a,bocaiuva,MG,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110699,63a2ef605ed6a193d40b312ca1b014d5,a95ad7bcbf76f95fcb884dfdfa84ae68,vitoria de santo antao,PE,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110700,85ead861d8aad2f8734d85d187a42b7f,7c7165957bda66e88708766f34c334f3,rio de janeiro,RJ,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110701,a23f4025d60af6199b5eb5631b070e7f,c69a08ef1c07bde2bbcab44dce1bd0b6,feira de santana,BA,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110702,a23f4025d60af6199b5eb5631b070e7f,c69a08ef1c07bde2bbcab44dce1bd0b6,feira de santana,BA,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110703,a23f4025d60af6199b5eb5631b070e7f,c69a08ef1c07bde2bbcab44dce1bd0b6,feira de santana,BA,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110704,bff7e590732738aa522782dc42dc7705,a4952f2f27f9fd084ec13468dcdf677b,rio de janeiro,RJ,computers,1e5428c428e0f783acd6e3d94ba4ee2a
110705,245b2a09d0f787df368d4a370a63eb58,024dad8e71332c433bc9a494565b9c49,campina grande,PB,computers,7c8e2b381bb0fcba5b368961d7823cd2
110706,4f8fb49bd955f713c79333a0a2d9da57,dde98f2e220592ae6068bb273ec5c11b,araruama,RJ,computers,7c8e2b381bb0fcba5b368961d7823cd2
110707,742ba39f629d08705cf64769ff41dd3e,3453cda7c1f2565886229607f31e7ce1,salvador,BA,computers,7c8e2b381bb0fcba5b368961d7823cd2
110708,b8b17051a70af754f5a15916490b578c,263f578b432f4c4a154e9c7002bc6c06,corumba,MS,computers,7c8e2b381bb0fcba5b368961d7823cd2
110709,c285661a8320d062c60574830bae4199,537b2215fad860dff368ec7bcf1dce65,registro,SP,computers,7c8e2b381bb0fcba5b368961d7823cd2
110710,28e418b320f6b759b6aea79734f165e5,97697c5f77b484cb0cec9eaa81c679d5,aparecida de goiania,GO,computers,fb8c11da2e1b1634e879d1c3c6762dc2
110711,28e418b320f6b759b6aea79734f165e5,97697c5f77b484cb0cec9eaa81c679d5,aparecida de goiania,GO,computers,fb8c11da2e1b1634e879d1c3c6762dc2
110712,894f6e0db677f7c543348befc4ecc7da,9b1d5f24edbeae5ce310d1fe6a15fd8d,santo amaro,BA,computers,fb8c11da2e1b1634e879d1c3c6762dc2
110713,e7bf5b3305b73ad31a0306f433c8dd84,192c6d78c5af56baf060b9b2792bdbb5,venturosa,PE,computers,fb8c11da2e1b1634e879d1c3c6762dc2
110714,fb973be52c6622812266932dc2152017,652809adfb5055cf87dd32aca5a8b760,itauna,MG,computers,fb8c11da2e1b1634e879d1c3c6762dc2
110715,ff2ac13b0f36dffb6af9699f59b18377,c7a68b2b2775db26644d8f4e28c03604,santo andre,SP,computers,fb8c11da2e1b1634e879d1c3c6762dc2
110716,34d0587652282a8e4f05da5083e1f276,571bc28cad276e1be2a13b7ecb386a44,toropi,RS,computers,b0fd001716da5648244fe5c374d03df8
110717,5a3483866ae86e48df2c0da23f2684f2,82b56e1af615d6fe0b24b8f706f172f9,sao paulo,SP,computers,9aedf557945e816d48539ee56293f860
110718,bfb1d0f7664c36a532d74c4cf0da37af,811e55e5f48c8f37832963ff509ce85b,campos dos goytacazes,RJ,computers,9aedf557945e816d48539ee56293f860
110719,cf6908e8b524d8fac0d70a5cc8bd749b,c85ab216eceb57e7059d16f16744b513,amparo,SP,computers,9aedf557945e816d48539ee56293f860
110720,e9bf6a3daf9c2966192eaa98b5afb617,9020b6ec57368057e07cb365b54b9c90,sao bernardo do campo,SP,computers,9aedf557945e816d48539ee56293f860
110721,fdddc15fc7b9c37476820d6eb722f33b,66b84aaef46998841f07082b24004842,recife,PE,computers,9aedf557945e816d48539ee56293f860
110722,754effa06b71f54d7f439034c128b509,c8d216b178057e7b76dad138f9bb2aae,barreiros,PE,computers,7446ea3b3fb292b92d443f6a340bb372
110723,a844f41afb956df11c5b6940656a3682,80fd5c24c23e4e64a13561bbd1b62ea5,rio de janeiro,RJ,computers,7446ea3b3fb292b92d443f6a340bb372
110724,b4869c2e4b11586a953130fa13632aa9,1f32801ff0c8f0aeaa8a6af5ca6ce862,capivari,SP,computers,f3783ff90631773bc67baf91edcbcb69
110725,0d91fd5b8475f8f0576a6e8f90c6497d,9f34131462cd5edccdc9d4db9f7d2bbc,anapolis,GO,computers,1f411e9a31196b71ed8438c8254b858e
110726,0d91fd5b8475f8f0576a6e8f90c6497d,9f34131462cd5edccdc9d4db9f7d2bbc,anapolis,GO,computers,1f411e9a31196b71ed8438c8254b858e
110727,0d91fd5b8475f8f0576a6e8f90c6497d,9f34131462cd5edccdc9d4db9f7d2bbc,anapolis,GO,computers,1f411e9a31196b71ed8438c8254b858e
110728,43f32db0dedd975e294e98ce23b24661,1217bf0350d846210fecc72bfa663ce1,serra negra,SP,computers,1f411e9a31196b71ed8438c8254b858e
110729,43f32db0dedd975e294e98ce23b24661,1217bf0350d846210fecc72bfa663ce1,serra negra,SP,computers,1f411e9a31196b71ed8438c8254b858e
110730,43f32db0dedd975e294e98ce23b24661,1217bf0350d846210fecc72bfa663ce1,serra negra,SP,computers,1f411e9a31196b71ed8438c8254b858e
110731,5afaa7b618c8776fad63ca23a14a8035,bca5625f843661186a352a2c160843ee,cotia,SP,computers,1f411e9a31196b71ed8438c8254b858e
110732,5afaa7b618c8776fad63ca23a14a8035,bca5625f843661186a352a2c160843ee,cotia,SP,computers,1f411e9a31196b71ed8438c8254b858e
110733,8171523911786efd1d91c66d69051fcd,6152fbfc8a92ee25fd821740bd33b089,salvador,BA,computers,1f411e9a31196b71ed8438c8254b858e
110734,8171523911786efd1d91c66d69051fcd,6152fbfc8a92ee25fd821740bd33b089,salvador,BA,computers,1f411e9a31196b71ed8438c8254b858e
110735,8171523911786efd1d91c66d69051fcd,6152fbfc8a92ee25fd821740bd33b089,salvador,BA,computers,1f411e9a31196b71ed8438c8254b858e
110736,8171523911786efd1d91c66d69051fcd,6152fbfc8a92ee25fd821740bd33b089,salvador,BA,computers,1f411e9a31196b71ed8438c8254b858e
110737,1d6bda6e5595652f956770a32ae4ba0d,c903f7a5a846c6117e671107d202286c,sao jose dos campos,SP,computers,6e135c0c17d87c489e2f89efe42b948a
110738,d55b88c264e0cacf41c8f8ce846bc1ee,3e35e35a82de3fc574900adca713dff2,salvador,BA,computers,6e135c0c17d87c489e2f89efe42b948a
110739,2352f0c7b4fe903c071e032c9d6d6593,b115c9e03fe6ed4c0b0ad50733f1ae98,santa cruz do capibaribe,PE,computers,4e11734666acc305a4649de43f0bd181
110740,2352f0c7b4fe903c071e032c9d6d6593,b115c9e03fe6ed4c0b0ad50733f1ae98,santa cruz do capibaribe,PE,computers,4e11734666acc305a4649de43f0bd181
110741,8185ba302492c86291d7b1912c94ded3,f066138977b82fde31c0fa4c67c6600f,curitiba,PR,computers,4e11734666acc305a4649de43f0bd181
110742,83e50e2e58cfc9839fb932948f1d7ce8,71c41989b581f59300b8dc475aa48c0b,salto grande,SP,computers,4e11734666acc305a4649de43f0bd181
