,order_id,seller_id,seller_city,seller_state,product_category_name_english,product_id
32811,05fcd933547be81890bc4d62357fdf3f,9d7a1d34a5052409006425275ba1c2b4,franca,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32812,05fcd933547be81890bc4d62357fdf3f,9d7a1d34a5052409006425275ba1c2b4,franca,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32813,05fcd933547be81890bc4d62357fdf3f,9d7a1d34a5052409006425275ba1c2b4,franca,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32814,05fcd933547be81890bc4d62357fdf3f,9d7a1d34a5052409006425275ba1c2b4,franca,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32815,2262f6e2778c369031168e981215c70d,9d7a1d34a5052409006425275ba1c2b4,franca,SP,computers_accessories,83c3d4602324544954d73486c1a47455
32816,2bdb4d9144e83d80bd260aedc3932c2b,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,computers_accessories,59bad18214d8473f32faead52fe7fd4b
32817,73f38e238737fb52c78ba2002c2e9213,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,computers_accessories,30ad9d2c8a8e788a606a6c23e07260a9
32818,85d1f27ce2b79aafb89810ff41fc3e72,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,computers_accessories,30ad9d2c8a8e788a606a6c23e07260a9
32819,9808a7f5f5446817c3ebf7a804111d53,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,computers_accessories,b9775d8418a0f0dd37b53431e90572a5
32820,a60cfae2bca27cb006f446f1f04cb730,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,computers_accessories,6e79f7513adfd9ac67faa19f0d4ace53
32821,db97652cf517d2cd03db63dec489ca62,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,computers_accessories,6e79f7513adfd9ac67faa19f0d4ace53
