,size_mb,price,rating_count_tot,user_rating,prime_genre,sup_devices.num,lang.num,free_vs_paid,min_profit
3164,205.66,0.0,816,3.0,Entertainment,38,1,free,0.0
3165,648.74,0.0,818,4.0,Games,38,11,free,0.0
3166,12.83,0.0,20943,4.0,Entertainment,37,20,free,0.0
3167,227.97,2.99,1390,4.5,Games,37,11,paid,4156.1
3168,325.44,2.99,1049,4.5,Games,38,1,paid,3136.51
3169,144.15,0.0,9635,4.5,Finance,37,1,free,0.0
3170,765.78,2.99,1159,4.0,Games,37,1,paid,3465.4100000000003
3171,131.77,0.0,933,4.5,Music,37,11,free,0.0
3172,130.92,0.0,46384,4.5,Games,38,7,free,0.0
3173,1.73,0.99,0,0.0,Lifestyle,38,2,paid,0.0
3174,125.51,0.0,0,0.0,Business,37,1,free,0.0
3175,101.0,1.99,3,5.0,Games,40,10,paid,5.97
3176,74.12,0.0,0,0.0,Social Networking,37,2,free,0.0
3177,139.56,0.0,6079,4.5,Games,37,12,free,0.0
3178,75.09,0.0,45320,4.5,Photo & Video,37,1,free,0.0
3179,50.14,0.99,247,5.0,Games,38,1,paid,244.53
3180,375.7,0.0,87898,4.5,Games,43,18,free,0.0
3181,353.75,3.99,2833,5.0,Games,38,11,paid,11303.67
3182,520.39,0.0,629,4.0,Games,37,1,free,0.0
3183,50.65,0.0,44,2.5,Entertainment,38,1,free,0.0
3184,35.58,2.99,18107,4.5,Games,43,1,paid,54139.93
3185,298.46,2.99,10132,5.0,Games,38,11,paid,30294.680000000004
3186,2141.9,0.0,29918,4.5,Games,39,12,free,0.0
3187,52.11,0.0,4429,4.5,Entertainment,37,13,free,0.0
3188,9.75,1.99,106,4.5,Games,38,1,paid,210.94
3189,89.71,0.0,6624,4.0,Games,40,1,free,0.0
3190,28.08,0.0,485,3.5,Lifestyle,37,1,free,0.0
3191,468.6,2.99,300,4.5,Games,38,1,paid,897.0000000000001
3192,176.51,0.0,78,3.5,Weather,37,22,free,0.0
3193,89.71,0.0,222,4.5,Health & Fitness,37,14,free,0.0
3194,377.42,0.99,36,4.0,Games,37,1,paid,35.64
3195,401.38,1.99,10,2.0,Games,37,1,paid,19.9
3196,99.17,0.0,28361,4.5,Games,40,6,free,0.0
3197,254.67,9.99,166,3.5,Games,24,1,paid,1658.3400000000001
3198,201.66,4.99,2074,4.5,Games,40,11,paid,10349.26
3199,529.46,6.99,71,4.5,Games,24,3,paid,496.29
3200,529.42,2.99,17,4.0,Games,38,3,paid,50.830000000000005
3201,140.92,0.99,3939,4.0,Games,37,1,paid,3899.61
3202,17.49,0.0,0,0.0,Education,37,2,free,0.0
3203,141.88,0.0,10871,4.0,Games,37,1,free,0.0
3204,88.54,0.0,768,3.0,Finance,37,1,free,0.0
3205,120.56,0.99,171,4.5,Games,38,1,paid,169.29
3206,17.8,0.0,0,0.0,Games,38,2,free,0.0
3207,92.55,1.99,513,4.5,Games,38,11,paid,1020.87
3208,106.87,2.99,1858,4.5,Education,39,18,paid,5555.42
3209,74.8,0.0,3018,2.0,Music,37,2,free,0.0
3210,33.24,0.99,1,5.0,Games,38,2,paid,0.99
3211,20.56,0.99,52,1.0,Games,43,1,paid,51.48
3212,163.31,0.0,3220,4.5,Games,37,3,free,0.0
3213,94.63,1.99,91,4.5,Photo & Video,37,13,paid,181.09
3214,8.2,0.99,1,3.0,Entertainment,38,1,paid,0.99
3215,16.93,0.99,0,0.0,Utilities,37,2,paid,0.0
3216,101.93,0.99,837,4.5,Games,43,1,paid,828.63
3217,121.75,0.99,2781,4.0,Games,43,1,paid,2753.19
3218,306.08,0.0,313,4.5,Games,38,1,free,0.0
3219,95.49,0.0,5693,2.5,Entertainment,37,1,free,0.0
3220,149.12,0.99,327,4.5,Games,40,1,paid,323.73
3221,150.06,0.0,23910,4.5,Games,38,20,free,0.0
3222,528.36,2.99,14,2.5,Education,24,1,paid,41.86
3223,116.53,0.0,7,1.5,Travel,37,4,free,0.0
3224,178.03,0.0,7646,4.0,Games,38,1,free,0.0
3225,96.61,0.0,168,3.5,Games,38,11,free,0.0
3226,15.55,0.0,0,0.0,Utilities,40,2,free,0.0
3227,43.36,0.0,53,2.0,Business,37,11,free,0.0
3228,81.65,0.0,0,0.0,Shopping,37,2,free,0.0
3229,72.27,0.0,115,4.5,Health & Fitness,37,17,free,0.0
3230,125.32,0.0,50,3.5,Education,37,1,free,0.0
3231,463.4,0.0,84,2.5,Games,40,1,free,0.0
3232,2512.01,2.99,863,3.5,Games,37,1,paid,2580.3700000000003
3233,69.09,4.99,424,4.0,Games,40,8,paid,2115.76
3234,70.74,0.0,5834,4.5,Games,38,8,free,0.0
3235,178.96,0.0,3629,4.5,Games,38,7,free,0.0
3236,19.41,0.0,0,0.0,Lifestyle,38,2,free,0.0
3237,1034.41,4.99,1394,3.5,Games,37,8,paid,6956.06
3238,61.01,59.99,100,4.0,Business,37,12,paid,5999.0
3239,8.64,0.99,3,1.5,Entertainment,38,1,paid,2.9699999999999998
3240,65.58,0.0,228,2.5,Entertainment,37,1,free,0.0
3241,113.32,4.99,259,5.0,Games,40,1,paid,1292.41
3242,182.72,0.0,247,3.5,Games,24,12,free,0.0
3243,102.99,1.99,106,4.5,Games,37,3,paid,210.94
3244,79.72,1.99,181,3.5,Games,40,10,paid,360.19
3245,45.78,0.0,895,3.0,Shopping,37,1,free,0.0
3246,23.06,0.0,94,2.0,Health & Fitness,37,5,free,0.0
3247,15.86,4.99,249,3.5,Photo & Video,37,15,paid,1242.51
3248,304.04,0.0,0,0.0,Games,40,1,free,0.0
3249,8.1,0.99,0,0.0,Photo & Video,37,2,paid,0.0
3250,98.95,0.0,110,4.0,Games,40,9,free,0.0
3251,5.92,3.99,820,4.0,Utilities,37,2,paid,3271.8
3252,202.79,0.0,1238,4.0,Games,37,1,free,0.0
3253,38.01,0.99,0,0.0,Health & Fitness,38,1,paid,0.0
3254,169.52,0.0,5,3.0,Games,40,2,free,0.0
3255,26.44,0.99,1333,4.5,Games,38,1,paid,1319.67
3256,68.68,0.0,131,3.0,Sports,37,1,free,0.0
3257,99.86,0.0,89,4.0,Games,37,1,free,0.0
3258,163.36,3.99,481,4.0,Games,38,1,paid,1919.19
3259,2302.72,4.99,1250,4.5,Games,33,1,paid,6237.5
3260,99.64,0.99,263,4.0,Games,43,1,paid,260.37
3261,444.45,2.99,205,4.0,Games,38,1,paid,612.95
3262,36.47,0.0,0,0.0,Games,37,1,free,0.0
3263,101.88,0.99,71,4.5,Entertainment,38,1,paid,70.29
3264,67.48,0.0,1147,4.5,Games,39,1,free,0.0
3265,23.41,0.0,2018,4.0,Games,38,1,free,0.0
3266,172.61,0.0,122,4.5,Games,37,1,free,0.0
3267,143.09,0.0,1170,4.0,Games,38,1,free,0.0
3268,1658.16,0.0,114475,4.5,Games,39,13,free,0.0
3269,143.8,0.0,4276,4.0,Games,38,16,free,0.0
3270,24.99,0.0,0,0.0,Social Networking,37,2,free,0.0
3271,49.64,0.99,7863,5.0,Utilities,37,12,paid,7784.37
3272,2275.59,0.0,2793,4.5,Games,37,6,free,0.0
3273,116.25,0.0,3896,4.5,Photo & Video,37,11,free,0.0
3274,193.97,0.0,9006,4.5,Shopping,37,1,free,0.0
3275,131.61,0.99,476,4.0,Games,40,1,paid,471.24
3276,1122.29,6.99,243,4.5,Games,24,11,paid,1698.5700000000002
3277,385.03,0.99,18,3.5,Games,37,5,paid,17.82
3278,93.38,24.99,498,4.5,Productivity,37,7,paid,12445.019999999999
3279,77.2,0.99,258,4.0,Games,38,16,paid,255.42
3280,40.49,0.0,0,0.0,Entertainment,40,2,free,0.0
3281,128.89,2.99,442,4.5,Photo & Video,37,19,paid,1321.5800000000002
3282,91.61,0.0,0,0.0,News,37,1,free,0.0
3283,107.46,0.0,494,4.0,Games,40,1,free,0.0
3284,196.39,1.99,445,4.0,Education,40,20,paid,885.55
3285,249.32,0.0,853,4.5,Education,40,15,free,0.0
3286,106.26,0.0,397,3.5,Health & Fitness,37,10,free,0.0
3287,10.45,0.0,6683,4.5,Education,37,1,free,0.0
3288,122.7,4.99,7824,4.5,Games,38,19,paid,39041.76
3289,1521.82,4.99,57,4.0,Games,40,1,paid,284.43
3290,81.62,0.0,631,1.5,Photo & Video,37,22,free,0.0
3291,140.69,2.99,1461,4.5,Games,37,1,paid,4368.39
3292,365.39,0.0,91,2.5,Games,26,1,free,0.0
3293,88.46,1.99,3542,4.5,Games,40,10,paid,7048.58
3294,27.29,0.0,16674,4.5,Games,40,1,free,0.0
3295,94.06,1.99,88,3.5,Photo & Video,37,1,paid,175.12
3296,114.77,0.0,104502,4.5,Games,40,1,free,0.0
3297,155.66,0.0,6570,4.5,Games,38,1,free,0.0
3298,35.04,0.0,0,0.0,Games,40,1,free,0.0
3299,9.88,0.0,0,0.0,Entertainment,38,1,free,0.0
3300,68.09,1.99,2582,4.5,Photo & Video,37,11,paid,5138.18
3301,111.1,0.0,5362,4.0,Games,40,4,free,0.0
3302,94.86,0.0,14744,4.5,Photo & Video,37,13,free,0.0
3303,232.99,0.0,14592,4.5,Games,40,18,free,0.0
3304,17.69,0.0,3694,5.0,Photo & Video,37,1,free,0.0
3305,54.59,2.99,1536,4.0,Lifestyle,37,11,paid,4592.64
3306,176.56,0.0,32807,3.5,Productivity,37,58,free,0.0
3307,18.55,1.99,42,4.0,Games,43,1,paid,83.58
3308,70.53,19.99,36,4.0,Music,25,1,paid,719.64
3309,1561.52,14.99,0,0.0,Games,40,1,paid,0.0
3310,212.71,0.99,919,4.5,Games,37,8,paid,909.81
3311,105.88,0.0,22,4.5,Games,38,2,free,0.0
3312,61.73,0.0,849,4.5,Photo & Video,38,14,free,0.0
3313,8.26,4.99,284,3.5,Entertainment,38,1,paid,1417.16
3314,232.5,0.0,403,3.5,Games,37,1,free,0.0
3315,1793.98,2.99,346,4.0,Games,38,1,paid,1034.54
3316,160.42,0.0,550,4.5,Health & Fitness,37,3,free,0.0
3317,174.85,0.0,20911,4.5,Games,38,13,free,0.0
3318,21.68,0.0,1246,4.0,Music,37,1,free,0.0
3319,161.67,0.0,107,3.5,Games,37,1,free,0.0
3320,36.57,2.99,703,5.0,Games,38,11,paid,2101.9700000000003
3321,54.32,0.0,16,4.0,Utilities,38,1,free,0.0
3322,32.42,4.99,32,4.5,Productivity,37,4,paid,159.68
3323,463.17,1.99,38,3.5,Education,26,1,paid,75.62
3324,43.26,1.99,643,4.5,Productivity,37,1,paid,1279.57
3325,57.98,0.0,0,0.0,News,37,1,free,0.0
3326,102.27,0.0,1035,4.5,Photo & Video,37,15,free,0.0
3327,20.72,0.0,2816,4.0,Games,37,1,free,0.0
3328,116.66,0.99,323,4.5,Games,43,1,paid,319.77
3329,54.42,0.0,0,0.0,Games,38,1,free,0.0
3330,167.33,0.0,751,3.0,Games,40,1,free,0.0
3331,295.98,0.0,334,4.0,Games,37,11,free,0.0
3332,356.19,0.0,8,4.0,Games,38,1,free,0.0
3333,146.46,2.99,138,4.5,Games,38,1,paid,412.62
3334,11.17,0.99,1754,4.0,Photo & Video,40,1,paid,1736.46
3335,35.27,0.0,1533,4.0,Games,38,11,free,0.0
3336,121.26,0.0,12,4.0,Games,40,1,free,0.0
3337,1.07,0.99,52,4.0,Games,37,1,paid,51.48
3338,16.46,0.0,1588,3.5,Entertainment,38,1,free,0.0
3339,1517.73,6.99,90,4.0,Games,24,4,paid,629.1
3340,120.63,0.99,67,4.5,Finance,37,1,paid,66.33
3341,133.78,0.0,17,5.0,Games,40,1,free,0.0
3342,3.59,2.99,424,1.5,Productivity,37,2,paid,1267.76
3343,63.16,0.0,33282,4.5,Games,37,14,free,0.0
3344,108.36,0.0,3242,4.5,Games,40,1,free,0.0
3345,78.1,0.0,234,3.5,Games,37,1,free,0.0
3346,19.57,1.99,51,3.5,Entertainment,40,1,paid,101.49
3347,114.65,0.0,13345,5.0,Catalogs,37,1,free,0.0
3348,41.55,1.99,2272,4.5,Games,40,13,paid,4521.28
3349,31.74,0.99,2114,4.5,Games,38,6,paid,2092.86
3350,238.04,0.0,48694,4.5,Games,40,1,free,0.0
3351,14.08,0.0,5660,4.5,Games,38,2,free,0.0
3352,79.93,0.0,20147,4.5,Games,37,1,free,0.0
3353,1288.21,0.0,20906,4.5,Games,38,15,free,0.0
3354,15.67,2.99,12,1.5,Health & Fitness,37,4,paid,35.88
3355,88.98,0.0,22792,4.5,Weather,37,31,free,0.0
3356,161.87,0.0,91,3.0,Games,38,1,free,0.0
3357,45.28,2.99,253,5.0,Games,38,1,paid,756.47
3358,73.06,0.99,959,5.0,Games,40,1,paid,949.41
3359,52.58,7.99,39,3.5,Productivity,37,13,paid,311.61
3360,99.81,2.99,539,4.5,Games,38,5,paid,1611.6100000000001
3361,292.78,0.0,251,4.0,Entertainment,37,1,free,0.0
3362,257.63,0.0,947,4.0,Games,38,15,free,0.0
3363,1063.21,4.99,308,3.5,Games,37,1,paid,1536.92
3364,36.37,0.0,635,4.0,Games,40,1,free,0.0
3365,49.5,0.0,105,3.5,Travel,37,15,free,0.0
3366,184.85,0.0,658,3.0,Entertainment,37,1,free,0.0
3367,16.05,0.0,17694,4.5,Social Networking,37,1,free,0.0
3368,111.49,0.0,88,3.0,Games,37,1,free,0.0
3369,383.76,0.0,4333,3.5,Games,37,7,free,0.0
3370,1650.96,19.99,627,4.0,Games,40,2,paid,12533.73
3371,2328.83,4.99,6097,4.5,Games,37,11,paid,30424.030000000002
3372,32.0,1.99,0,0.0,Health & Fitness,37,1,paid,0.0
3373,130.74,0.0,25834,4.5,Games,38,12,free,0.0
3374,85.06,0.0,951,4.0,Utilities,37,1,free,0.0
3375,59.45,0.0,1434,2.5,Lifestyle,37,9,free,0.0
3376,130.11,3.99,162,4.5,Games,38,2,paid,646.38
3377,85.26,0.0,0,0.0,Education,38,5,free,0.0
3378,119.29,0.0,74,4.5,Games,38,5,free,0.0
3379,23.65,0.0,136,1.5,Entertainment,37,1,free,0.0
3380,9.47,0.0,2476,4.0,Lifestyle,40,1,free,0.0
3381,162.2,0.99,482,4.5,Games,40,1,paid,477.18
3382,113.07,0.0,343,4.0,Entertainment,25,1,free,0.0
3383,439.46,2.99,114,4.5,Games,38,21,paid,340.86
3384,17.74,5.99,2,5.0,Entertainment,38,1,paid,11.98
3385,181.93,2.99,95,4.5,Games,40,8,paid,284.05
3386,81.73,3.99,39,4.0,Games,38,2,paid,155.61
3387,162.48,0.0,28900,4.5,Games,38,1,free,0.0
3388,304.88,0.0,2636,4.0,Games,37,11,free,0.0
3389,135.91,0.0,60360,5.0,Games,38,1,free,0.0
3390,91.42,0.99,250,4.0,Games,43,1,paid,247.5
3391,92.86,0.0,230,3.5,Games,40,12,free,0.0
3392,94.01,0.99,3746,4.5,Games,37,1,paid,3708.54
3393,747.4,0.0,9287,4.5,Games,37,1,free,0.0
3394,14.14,2.99,5969,4.0,Games,37,1,paid,17847.31
3395,70.5,0.0,2830,5.0,Games,38,1,free,0.0
3396,228.94,0.0,3366,4.0,Games,40,1,free,0.0
3397,9.59,0.0,0,0.0,Games,38,3,free,0.0
3398,105.11,0.0,1664,4.5,Games,38,31,free,0.0
3399,110.4,0.0,707,4.0,Games,43,7,free,0.0
3400,30.09,1.99,167,4.5,Music,38,1,paid,332.33
3401,98.0,1.99,714,4.5,Games,37,8,paid,1420.86
3402,66.39,0.0,94,3.5,Education,40,5,free,0.0
3403,95.49,3.99,135,4.5,Games,40,4,paid,538.65
3404,54.79,3.99,4913,4.5,Weather,37,1,paid,19602.870000000003
3405,52.96,0.0,8,5.0,Games,38,2,free,0.0
3406,83.08,2.99,21,3.0,Book,38,2,paid,62.790000000000006
3407,239.95,0.0,439,4.0,Games,38,10,free,0.0
3408,165.8,0.0,20911,4.5,Games,38,1,free,0.0
3409,686.09,0.99,40,4.0,Games,37,1,paid,39.6
3410,18.06,0.99,19,4.0,Photo & Video,43,5,paid,18.81
3411,0.73,0.99,15,4.5,Productivity,38,1,paid,14.85
3412,199.04,4.99,48,4.0,Games,37,10,paid,239.52
3413,102.2,0.0,14123,4.5,Games,38,11,free,0.0
3414,152.79,0.0,88742,5.0,Photo & Video,37,75,free,0.0
3415,48.39,0.0,0,0.0,Games,38,3,free,0.0
3416,134.01,0.0,147,4.0,Games,37,1,free,0.0
3417,15.92,0.0,875,4.0,Games,37,1,free,0.0
3418,115.75,0.0,944,4.0,Games,38,1,free,0.0
3419,117.64,0.99,380,4.5,Games,38,1,paid,376.2
3420,143.99,0.0,14505,4.5,Games,37,11,free,0.0
3421,429.4,4.99,118,4.0,Games,40,1,paid,588.82
3422,52.87,0.0,27,4.5,Games,38,5,free,0.0
3423,95.74,0.0,80058,5.0,Games,37,1,free,0.0
3424,26.85,0.0,439,2.5,Entertainment,37,1,free,0.0
3425,211.23,0.0,16948,4.5,Games,37,22,free,0.0
3426,49.44,0.0,0,0.0,Finance,37,3,free,0.0
3427,63.26,3.99,2279,4.5,Productivity,37,26,paid,9093.210000000001
3428,107.52,0.0,129,4.5,Games,37,1,free,0.0
3429,105.68,0.0,806,4.5,Games,38,1,free,0.0
3430,118.24,0.0,1976,4.5,Games,37,11,free,0.0
3431,166.9,1.99,5508,4.5,Games,38,1,paid,10960.92
3432,191.0,3.99,43,4.0,Games,37,1,paid,171.57000000000002
3433,17.21,5.99,0,0.0,Business,37,2,paid,0.0
3434,244.35,0.0,1627,4.5,Games,38,11,free,0.0
3435,181.54,0.0,150,4.5,Music,37,1,free,0.0
3436,45.69,0.0,0,0.0,News,37,2,free,0.0
3437,89.86,0.0,20,1.5,Games,40,1,free,0.0
3438,84.56,0.0,247,4.0,Sports,37,1,free,0.0
3439,161.07,0.0,0,0.0,Games,40,2,free,0.0
3440,238.5,0.0,19776,4.5,Games,40,17,free,0.0
3441,55.63,0.0,914,4.5,Games,38,3,free,0.0
3442,55.33,3.99,336,4.5,Education,43,5,paid,1340.64
3443,87.4,0.0,1601,4.5,Health & Fitness,37,13,free,0.0
3444,1539.94,0.0,430,4.5,Games,37,7,free,0.0
3445,18.64,0.0,0,0.0,Games,38,7,free,0.0
3446,1158.88,4.99,452,4.5,Games,38,1,paid,2255.48
3447,135.56,1.99,560,4.0,Games,40,1,paid,1114.4
3448,143.08,0.0,2102,2.5,Games,37,1,free,0.0
3449,13.18,2.99,0,0.0,Health & Fitness,40,5,paid,0.0
3450,180.06,2.99,1872,4.5,Photo & Video,37,12,paid,5597.280000000001
3451,83.59,6.99,1032,3.5,Utilities,38,1,paid,7213.68
3452,97.16,0.0,1538,4.0,Social Networking,37,34,free,0.0
3453,50.17,0.99,0,0.0,Music,40,2,paid,0.0
3454,37.01,0.0,199,4.0,Games,43,16,free,0.0
3455,73.99,0.0,23,4.5,Shopping,37,1,free,0.0
3456,11.48,0.0,4903,4.5,Games,40,1,free,0.0
3457,90.88,29.99,338,4.5,Music,24,31,paid,10136.619999999999
3458,108.51,2.99,399,5.0,Games,40,1,paid,1193.01
3459,40.23,0.99,813,4.5,Productivity,37,9,paid,804.87
3460,98.23,0.0,1,1.0,Social Networking,38,1,free,0.0
3461,28.62,2.99,14,3.0,Games,37,5,paid,41.86
3462,695.98,0.0,1498,4.0,Games,38,1,free,0.0
3463,53.28,0.0,1253,4.0,Games,37,25,free,0.0
3464,127.69,0.0,3116,4.5,Shopping,37,1,free,0.0
3465,12.82,0.0,213,3.5,Catalogs,37,1,free,0.0
3466,130.04,0.0,1,5.0,Games,38,4,free,0.0
3467,135.61,0.0,7969,4.5,Games,38,8,free,0.0
3468,108.97,2.99,335,4.5,Games,40,1,paid,1001.6500000000001
3469,524.38,0.0,1,1.0,Games,38,1,free,0.0
3470,420.94,0.0,9,4.0,Education,38,1,free,0.0
3471,8.92,0.0,12616,4.5,Photo & Video,37,27,free,0.0
3472,108.79,2.99,117,4.0,Games,37,1,paid,349.83000000000004
3473,400.91,0.0,40446,4.0,Games,37,1,free,0.0
3474,57.8,9.99,228,3.0,Utilities,38,7,paid,2277.7200000000003
3475,29.23,1.99,917,4.5,Games,37,9,paid,1824.83
3476,153.97,0.99,135,4.5,Games,38,1,paid,133.65
3477,49.75,0.0,0,0.0,Games,40,4,free,0.0
3478,90.83,0.0,0,0.0,Games,38,1,free,0.0
3479,141.85,0.0,108,3.5,Games,38,8,free,0.0
3480,93.76,0.0,1,5.0,Games,40,2,free,0.0
3481,114.55,0.0,2528,4.5,Productivity,37,1,free,0.0
3482,100.64,6.99,130,4.5,Photo & Video,37,10,paid,908.7
3483,232.5,0.0,599,4.5,Games,38,8,free,0.0
3484,181.96,0.0,5697,4.5,Games,37,7,free,0.0
3485,28.07,0.0,325,3.5,Games,40,1,free,0.0
3486,115.32,0.0,249,4.5,Games,37,12,free,0.0
3487,68.6,0.0,36414,4.5,Games,40,1,free,0.0
3488,390.01,4.99,3035,4.0,Games,40,1,paid,15144.650000000001
3489,320.12,0.0,1944,4.0,Games,37,12,free,0.0
3490,143.41,0.0,737,3.5,Games,38,12,free,0.0
3491,162.86,0.99,1892,4.5,Games,40,1,paid,1873.08
3492,292.52,0.0,3248,4.5,Games,38,13,free,0.0
3493,38.92,3.99,184,4.5,Games,40,1,paid,734.1600000000001
3494,144.11,0.0,16116,4.5,Games,38,12,free,0.0
3495,63.21,0.0,6,5.0,Medical,37,1,free,0.0
3496,153.1,0.99,978,4.5,Games,37,10,paid,968.22
3497,112.28,0.0,41,4.0,Games,38,1,free,0.0
3498,753.68,0.0,3634,4.0,Games,37,12,free,0.0
3499,456.35,0.0,694,4.5,Games,38,14,free,0.0
3500,572.48,2.99,80,4.0,Entertainment,40,8,paid,239.20000000000002
3501,62.2,0.0,5655,4.5,Games,37,1,free,0.0
3502,80.5,1.99,553,4.0,Games,40,1,paid,1100.47
3503,921.67,3.99,148,4.5,Games,43,1,paid,590.52
3504,84.99,0.0,4919,4.5,Games,37,1,free,0.0
3505,27.2,0.0,320,3.5,Music,37,1,free,0.0
3506,198.17,3.99,431,4.5,Games,37,1,paid,1719.69
3507,20.91,14.99,27,4.0,Music,38,4,paid,404.73
3508,88.78,1.99,253,1.5,Utilities,37,2,paid,503.46999999999997
3509,547.54,0.0,21016,4.5,Games,37,1,free,0.0
3510,20.4,0.99,2318,4.5,Games,40,12,paid,2294.82
3511,113.98,0.0,2232,4.5,Games,40,1,free,0.0
3512,18.05,0.0,2496,4.5,Music,38,31,free,0.0
3513,432.97,0.99,18,2.5,Games,37,1,paid,17.82
3514,124.48,2.99,444,4.0,Games,38,3,paid,1327.5600000000002
3515,169.95,4.99,85,4.5,Education,38,1,paid,424.15000000000003
3516,1111.13,0.0,3960,4.0,Games,37,15,free,0.0
3517,39.14,0.0,7477,2.5,Entertainment,37,1,free,0.0
3518,1122.14,4.99,6431,5.0,Games,37,10,paid,32090.690000000002
3519,113.82,2.99,31,4.5,Education,38,1,paid,92.69000000000001
3520,277.64,0.0,785,4.5,Games,37,1,free,0.0
3521,424.48,4.99,88,3.0,Games,25,12,paid,439.12
3522,220.14,0.0,115,4.5,Games,37,1,free,0.0
3523,83.43,0.0,5645,4.0,Games,40,9,free,0.0
3524,494.22,3.99,169,4.5,Games,40,1,paid,674.3100000000001
3525,167.18,2.99,13,3.5,Education,38,11,paid,38.870000000000005
3526,25.21,0.0,18821,4.5,Games,37,1,free,0.0
3527,101.04,3.99,719,4.0,Games,40,1,paid,2868.81
3528,2.97,0.0,0,0.0,Utilities,38,2,free,0.0
3529,12.8,19.99,651,4.5,Productivity,37,1,paid,13013.49
3530,413.15,0.0,9,3.0,Games,40,1,free,0.0
3531,87.14,1.99,97,4.0,Photo & Video,37,1,paid,193.03
3532,305.96,0.0,0,0.0,Games,38,2,free,0.0
3533,190.71,0.0,6,4.5,Education,24,2,free,0.0
3534,93.76,0.0,968,4.5,Games,38,1,free,0.0
3535,98.52,0.0,4371,4.5,Games,38,1,free,0.0
3536,225.59,2.99,1580,5.0,Games,37,11,paid,4724.200000000001
3537,148.76,0.0,149,4.0,Games,37,10,free,0.0
3538,103.52,0.0,6062,3.5,Social Networking,37,34,free,0.0
3539,24.7,0.0,32020,5.0,Games,38,1,free,0.0
3540,94.36,0.0,2091,4.5,Games,38,11,free,0.0
3541,60.91,0.0,555,4.0,Music,37,1,free,0.0
3542,160.85,2.99,447,3.0,Games,38,1,paid,1336.5300000000002
3543,44.2,0.0,520,4.0,Lifestyle,37,1,free,0.0
3544,109.78,0.0,3987,4.5,Photo & Video,37,13,free,0.0
3545,82.11,0.0,11,3.5,Shopping,38,2,free,0.0
3546,67.24,0.0,29475,4.5,Games,43,1,free,0.0
3547,45.51,2.99,9876,4.5,Games,43,1,paid,29529.24
3548,38.1,0.0,4547,4.0,Education,37,3,free,0.0
3549,165.83,0.0,0,0.0,Games,25,1,free,0.0
3550,177.37,0.0,435,4.5,Games,40,11,free,0.0
3551,27.15,2.99,22,2.0,Health & Fitness,37,5,paid,65.78
3552,616.52,3.99,31,5.0,Games,40,1,paid,123.69000000000001
3553,153.62,0.0,7486,4.0,Games,37,6,free,0.0
3554,49.61,0.0,173,4.5,Games,37,11,free,0.0
3555,14.21,0.99,34,4.5,Productivity,38,2,paid,33.66
3556,163.71,0.99,1554,4.5,Games,38,11,paid,1538.46
3557,84.21,0.0,109,4.5,Games,38,1,free,0.0
3558,562.71,4.99,17,4.5,Games,39,11,paid,84.83
3559,45.97,0.0,2069,4.5,Photo & Video,37,1,free,0.0
3560,7.95,1.99,34,4.0,Photo & Video,37,1,paid,67.66
3561,127.38,0.0,18037,4.5,Games,38,1,free,0.0
3562,112.52,0.0,9517,4.5,Games,37,17,free,0.0
3563,88.27,0.0,12,3.5,Book,37,1,free,0.0
3564,51.45,0.0,0,0.0,Games,38,1,free,0.0
3565,970.09,4.99,515,5.0,Games,24,1,paid,2569.85
3566,33.79,0.0,0,0.0,Sports,40,1,free,0.0
3567,213.45,0.0,19,1.5,Games,40,2,free,0.0
3568,168.34,0.99,116,5.0,Games,40,12,paid,114.84
3569,12.38,0.0,1,3.0,Entertainment,38,2,free,0.0
3570,37.46,1.99,116,4.5,Games,43,16,paid,230.84
3571,125.43,0.0,11,4.5,Games,38,1,free,0.0
3572,572.57,0.0,7429,4.5,Games,37,13,free,0.0
3573,253.03,1.99,1410,4.5,Games,38,1,paid,2805.9
3574,135.12,0.0,28216,4.0,Games,38,8,free,0.0
3575,4.77,2.99,0,0.0,Education,38,1,paid,0.0
3576,58.5,0.0,60,4.0,Games,40,1,free,0.0
3577,280.29,4.99,329,2.5,Entertainment,40,3,paid,1641.71
3578,61.05,0.0,315,3.5,Utilities,37,1,free,0.0
3579,128.12,9.99,306,5.0,Music,24,8,paid,3056.94
3580,50.81,0.0,1773,4.5,Games,37,11,free,0.0
3581,38.09,0.0,0,0.0,Food & Drink,38,2,free,0.0
3582,641.72,0.0,265,4.5,Games,40,5,free,0.0
3583,108.27,8.99,153,4.0,Music,37,13,paid,1375.47
3584,25.59,0.0,0,0.0,Health & Fitness,38,1,free,0.0
3585,59.78,0.0,539,4.5,Games,37,1,free,0.0
3586,301.92,0.0,392,4.0,Book,37,12,free,0.0
3587,377.16,0.0,76,3.5,Games,37,1,free,0.0
3588,31.2,0.0,83,2.5,Utilities,37,2,free,0.0
3589,334.9,0.0,1938,4.0,Games,37,6,free,0.0
3590,2731.93,12.99,0,0.0,Games,40,1,paid,0.0
3591,506.04,4.99,2277,4.5,Games,38,1,paid,11362.230000000001
3592,75.73,0.99,1886,5.0,Games,37,1,paid,1867.1399999999999
3593,17.34,0.0,493,3.5,Games,40,1,free,0.0
3594,27.97,0.0,18,4.5,Entertainment,40,1,free,0.0
3595,37.02,0.99,69,4.5,Lifestyle,37,5,paid,68.31
3596,133.05,0.0,1047,4.5,Games,38,17,free,0.0
3597,48.8,0.0,0,0.0,Food & Drink,37,1,free,0.0
