,size_mb,price,rating_count_tot,user_rating,prime_genre,sup_devices.num,lang.num,free_vs_paid,min_profit
987,77.25,0.0,20069,4.0,Business,37,19,free,0.0
988,89.7,0.99,132,4.0,Travel,37,2,paid,130.68
989,86.19,4.99,3099,4.5,Games,40,6,paid,15464.01
990,500.49,0.0,677247,4.5,Games,37,10,free,0.0
991,39.34,0.99,3883,4.0,Games,40,1,paid,3844.17
992,2.48,0.99,11,4.0,Education,37,1,paid,10.89
993,155.17,0.0,5459,4.0,Education,37,6,free,0.0
994,87.35,0.0,221002,4.0,Games,38,1,free,0.0
995,99.2,0.0,17,4.5,Finance,37,1,free,0.0
996,358.53,4.99,168,4.0,Games,26,4,paid,838.32
997,55.6,0.0,18035,4.5,Shopping,37,1,free,0.0
998,13.9,1.99,2504,4.5,Photo & Video,37,12,paid,4982.96
999,839.49,6.99,116601,4.5,Games,43,1,paid,815040.99
1000,108.91,4.99,7100,4.5,Games,38,30,paid,35429.0
1001,87.37,0.0,12079,3.5,Social Networking,37,7,free,0.0
1002,77.17,0.0,30845,4.5,Music,37,7,free,0.0
1003,52.31,4.99,1777,4.5,Games,47,1,paid,8867.23
1004,77.67,4.99,2676,4.5,Sports,37,1,paid,13353.24
1005,94.29,0.0,7174,4.0,Shopping,37,1,free,0.0
1006,108.03,4.99,76,4.0,Games,26,5,paid,379.24
1007,151.08,2.99,2254,4.5,Games,43,1,paid,6739.46
1008,50.11,0.99,826,5.0,Games,43,1,paid,817.74
1009,63.52,0.0,11677,4.0,Utilities,37,28,free,0.0
1010,272.73,6.99,1690,4.5,Games,26,13,paid,11813.1
1011,105.14,0.0,281,3.5,Utilities,38,1,free,0.0
1012,14.76,0.0,11945,4.5,Games,47,1,free,0.0
1013,34.83,0.99,21,4.5,Health & Fitness,37,2,paid,20.79
1014,485.44,2.99,1483,4.0,Games,40,1,paid,4434.17
1015,169.33,3.99,78,5.0,Book,43,2,paid,311.22
1016,296.24,0.99,7693,4.0,Games,45,1,paid,7616.07
1017,96.03,0.0,2887,3.5,Education,38,1,free,0.0
1018,3.37,1.99,1,5.0,Finance,40,1,paid,1.99
1019,128.47,0.0,1628,2.0,Sports,37,1,free,0.0
1020,1893.0,6.99,13503,4.5,Games,43,12,paid,94385.97
1021,7.77,0.0,128,3.0,Weather,37,1,free,0.0
1022,72.08,2.99,2334,4.5,Health & Fitness,37,1,paid,6978.660000000001
1023,568.87,0.0,12122,4.5,Reference,37,29,free,0.0
1024,212.99,14.99,929,4.0,Music,37,8,paid,13925.710000000001
1025,153.45,0.0,57,4.0,Travel,37,3,free,0.0
1026,136.41,0.0,19540,4.5,Lifestyle,37,12,free,0.0
1027,96.43,4.99,10754,4.5,Photo & Video,37,10,paid,53662.46
1028,115.22,0.99,7639,4.0,Games,43,2,paid,7562.61
1029,116.23,5.99,6420,4.5,Book,37,1,paid,38455.8
1030,4.54,2.99,0,0.0,Education,43,1,paid,0.0
1031,58.98,2.99,3686,4.0,Education,40,1,paid,11021.140000000001
1032,78.71,0.0,54496,4.5,Utilities,37,12,free,0.0
1033,104.38,0.0,213,4.5,Social Networking,37,1,free,0.0
1034,107.35,11.99,768,4.5,Education,24,11,paid,9208.32
1035,115.32,0.0,30434,4.5,Shopping,37,7,free,0.0
1036,198.04,0.0,12797,4.0,Productivity,37,30,free,0.0
1037,0.84,0.0,581,3.0,Education,40,1,free,0.0
1038,19.92,0.99,49,4.5,Games,37,1,paid,48.51
1039,119.01,3.99,233,4.5,Games,37,14,paid,929.6700000000001
1040,118.25,0.0,2860,4.0,Social Networking,37,1,free,0.0
1041,141.58,4.99,2843,4.5,Reference,38,12,paid,14186.57
1042,37.21,0.0,636,2.0,Sports,37,1,free,0.0
1043,60.27,2.99,4095,4.5,Games,43,1,paid,12244.050000000001
1044,33.05,0.0,20,4.0,Food & Drink,37,1,free,0.0
1045,134.55,1.99,250,4.5,Education,37,1,paid,497.5
1046,55.38,4.99,1520,4.5,Health & Fitness,37,15,paid,7584.8
1047,16.43,0.99,1801,4.0,Entertainment,43,1,paid,1782.99
1048,48.45,0.0,0,0.0,Utilities,37,2,free,0.0
1049,87.79,9.99,0,0.0,Games,43,1,paid,0.0
1050,177.22,3.99,41,3.5,Education,38,5,paid,163.59
1051,47.53,0.0,106398,4.5,Games,37,1,free,0.0
1052,140.94,6.99,522012,4.5,Games,37,11,paid,3648863.88
1053,14.77,0.99,67,4.5,Photo & Video,37,2,paid,66.33
1054,94.98,0.0,183259,4.5,Games,37,5,free,0.0
1055,692.74,4.99,26547,4.0,Games,43,7,paid,132469.53
1056,52.95,5.99,378,4.0,Utilities,37,3,paid,2264.2200000000003
1057,44.71,3.99,242,4.0,Games,38,1,paid,965.58
1058,60.3,1.99,8480,4.0,Games,37,11,paid,16875.2
1059,133.48,0.0,34,4.0,Lifestyle,37,1,free,0.0
1060,14.73,0.0,0,0.0,Productivity,37,11,free,0.0
1061,29.28,9.99,4962,4.5,Productivity,37,16,paid,49570.380000000005
1062,112.77,1.99,204,4.5,Education,37,1,paid,405.96
1063,1723.59,2.99,4746,4.5,Games,43,8,paid,14190.54
1064,8.13,0.99,160,2.5,Weather,38,1,paid,158.4
1065,92.74,0.0,3383,3.5,Games,37,11,free,0.0
1066,132.45,0.0,19981,4.5,Education,37,16,free,0.0
1067,68.52,1.99,11190,4.5,Games,37,1,paid,22268.1
1068,91.49,4.99,0,0.0,Education,37,2,paid,0.0
1069,115.28,0.0,84,4.0,Photo & Video,37,9,free,0.0
1070,38.7,0.0,8049,4.0,Education,40,1,free,0.0
1071,49.43,4.99,748,4.5,Navigation,38,7,paid,3732.52
1072,35.25,0.0,0,0.0,Weather,37,1,free,0.0
1073,103.39,1.99,219,4.0,Photo & Video,37,4,paid,435.81
1074,43.9,0.0,16867,4.5,Entertainment,37,1,free,0.0
1075,40.07,2.99,39,4.5,Games,38,2,paid,116.61000000000001
1076,75.52,2.99,3312,5.0,Weather,38,21,paid,9902.880000000001
1077,176.65,2.99,1336,4.0,Games,43,3,paid,3994.6400000000003
1078,38.09,0.0,632,3.5,Entertainment,38,1,free,0.0
1079,11.55,1.99,108,4.0,Photo & Video,37,1,paid,214.92
1080,154.02,1.99,236,4.5,Education,43,1,paid,469.64
1081,91.63,2.99,1484,4.5,Photo & Video,37,7,paid,4437.160000000001
1082,478.33,2.99,341,4.0,Games,40,1,paid,1019.59
1083,101.16,0.0,879,4.0,Book,37,1,free,0.0
1084,291.46,0.99,115,4.0,Games,43,3,paid,113.85
1085,38.98,0.0,0,0.0,Music,37,2,free,0.0
1086,38.67,2.99,1294,4.0,Education,40,11,paid,3869.0600000000004
1087,70.75,0.0,141,3.5,Education,24,1,free,0.0
1088,36.71,0.0,4783,4.5,Utilities,40,1,free,0.0
1089,91.17,1.99,4802,5.0,Games,37,8,paid,9555.98
1090,43.54,3.99,2618,4.5,Health & Fitness,37,1,paid,10445.82
1091,88.71,1.99,26333,4.5,Entertainment,37,14,paid,52402.67
1092,43.57,0.0,101599,4.0,Games,37,6,free,0.0
1093,1487.91,1.99,7925,5.0,Games,38,1,paid,15770.75
1094,66.23,3.99,1112,4.5,Reference,37,2,paid,4436.88
1095,95.21,0.0,49192,4.5,Weather,37,31,free,0.0
1096,11.74,0.99,92,3.5,Entertainment,38,1,paid,91.08
1097,13.98,0.0,1085,4.0,Entertainment,38,1,free,0.0
1098,96.5,0.0,8,4.5,Finance,37,1,free,0.0
1099,15.99,0.0,36879,4.5,Utilities,38,31,free,0.0
1100,142.82,1.99,302,4.5,Health & Fitness,38,3,paid,600.98
1101,58.11,0.0,38075,4.5,Games,38,19,free,0.0
1102,146.66,0.0,0,0.0,Shopping,40,2,free,0.0
1103,216.45,1.99,12701,4.5,Games,37,1,paid,25274.99
1104,115.7,0.0,481564,5.0,Games,40,11,free,0.0
1105,55.3,1.99,1883,4.5,Utilities,37,14,paid,3747.17
1106,64.94,0.0,14986,4.5,Utilities,37,14,free,0.0
1107,255.87,2.99,8,3.5,Education,38,5,paid,23.92
1108,40.91,0.99,30830,4.5,Games,40,18,paid,30521.7
1109,101.06,0.0,4052,2.0,Entertainment,37,1,free,0.0
1110,117.04,0.0,180,3.0,Book,37,3,free,0.0
1111,40.72,0.99,2547,4.5,Games,43,1,paid,2521.53
1112,50.09,0.0,2353,4.0,Entertainment,38,8,free,0.0
1113,96.86,0.0,72,4.0,Shopping,37,1,free,0.0
1114,80.47,2.99,360974,4.5,Games,38,1,paid,1079312.26
1115,91.77,0.0,5665,3.5,Food & Drink,37,1,free,0.0
1116,75.25,0.0,20546,4.5,Lifestyle,37,14,free,0.0
1117,1553.72,4.99,1161,3.5,Reference,37,6,paid,5793.39
1118,136.37,0.0,101222,4.5,Entertainment,38,8,free,0.0
1119,81.72,0.99,14381,4.5,Games,37,5,paid,14237.19
1120,127.81,0.0,5767,4.0,Photo & Video,37,10,free,0.0
1121,54.25,3.99,658,4.5,Lifestyle,37,16,paid,2625.42
1122,55.82,1.99,397,4.5,Games,24,1,paid,790.03
1123,99.52,0.0,10107,4.5,Games,43,6,free,0.0
1124,136.82,3.99,280,4.0,Games,43,1,paid,1117.2
1125,53.06,0.0,15801,4.0,Education,37,34,free,0.0
1126,5.6,2.99,0,0.0,Education,43,1,paid,0.0
1127,112.6,4.99,1760,4.5,Photo & Video,37,10,paid,8782.4
1128,13.37,6.99,0,0.0,Sports,24,2,paid,0.0
1129,229.94,0.0,6152,4.0,Games,37,1,free,0.0
1130,36.24,0.0,2238,2.0,Utilities,37,2,free,0.0
1131,63.0,0.0,12669,4.0,Games,40,1,free,0.0
1132,61.27,0.0,0,0.0,Travel,38,2,free,0.0
1133,29.14,0.0,97368,4.5,Entertainment,37,9,free,0.0
1134,178.25,4.99,357,4.0,Games,38,4,paid,1781.43
1135,314.58,7.99,0,0.0,Education,37,1,paid,0.0
1136,406.19,59.99,294,4.5,Education,38,1,paid,17637.06
1137,20.71,2.99,2300,4.5,Productivity,37,1,paid,6877.000000000001
1138,3.05,0.0,29,4.5,Games,37,2,free,0.0
1139,15.21,1.99,718,2.5,Utilities,38,3,paid,1428.82
1140,446.42,2.99,256,4.0,Games,40,1,paid,765.44
1141,27.56,0.0,9,2.5,Photo & Video,38,2,free,0.0
1142,36.69,4.99,7521,4.0,Productivity,37,1,paid,37529.79
1143,115.56,0.0,12819,5.0,Health & Fitness,37,1,free,0.0
1144,138.18,0.0,13580,4.5,Music,37,12,free,0.0
1145,43.83,2.99,873,4.0,Games,43,1,paid,2610.27
1146,86.83,0.0,21830,3.5,Sports,37,2,free,0.0
1147,137.22,1.99,3875,4.5,Games,37,1,paid,7711.25
1148,70.11,2.99,114,4.5,Health & Fitness,37,1,paid,340.86
1149,150.27,3.99,824,4.5,Games,37,5,paid,3287.76
1150,10.58,0.99,89,3.0,Games,37,1,paid,88.11
1151,56.41,0.0,598,5.0,Utilities,40,3,free,0.0
1152,161.82,0.0,164377,4.5,Games,37,1,free,0.0
1153,4.1,0.99,118,1.5,Social Networking,45,1,paid,116.82
1154,15.82,2.99,203,4.5,Education,38,1,paid,606.97
1155,79.82,0.0,7,4.0,Health & Fitness,37,2,free,0.0
1156,7.92,1.99,1043,4.5,Weather,37,30,paid,2075.57
1157,99.27,0.0,138726,4.5,Games,37,46,free,0.0
1158,81.05,2.99,3048,4.0,Education,40,1,paid,9113.52
1159,85.04,14.99,1343,4.5,Education,37,26,paid,20131.57
1160,61.78,0.99,1411,4.5,Games,40,1,paid,1396.89
1161,28.03,0.0,27711,4.0,Entertainment,43,13,free,0.0
1162,175.81,0.0,5131,4.0,Games,40,1,free,0.0
1163,38.86,0.99,1227,4.5,Games,37,22,paid,1214.73
1164,841.19,6.99,718,4.0,Games,26,4,paid,5018.82
1165,21.74,1.99,743,4.5,Weather,40,1,paid,1478.57
1166,82.09,0.0,274501,4.0,Games,38,18,free,0.0
1167,55.88,0.0,20805,4.5,Games,40,1,free,0.0
1168,62.9,3.99,1226,4.5,Music,37,25,paid,4891.740000000001
1169,55.77,2.99,3464,4.5,Games,24,11,paid,10357.36
1170,12.89,1.99,3775,5.0,Sports,37,6,paid,7512.25
1171,128.02,0.99,2007,4.5,Games,40,9,paid,1986.93
1172,200.87,0.99,12799,4.5,Games,40,10,paid,12671.01
1173,36.15,4.99,379,4.0,Business,37,24,paid,1891.21
1174,168.55,0.0,5090,4.0,Games,37,1,free,0.0
1175,79.75,4.99,1016,4.5,Utilities,37,9,paid,5069.84
1176,153.73,0.0,95892,4.0,Games,37,1,free,0.0
1177,440.17,2.99,1618,4.5,Games,43,1,paid,4837.820000000001
1178,71.85,2.99,0,0.0,Education,40,1,paid,0.0
1179,166.03,0.0,5356,3.0,Entertainment,37,2,free,0.0
1180,626.02,15.99,1992,4.5,Games,26,1,paid,31852.08
1181,246.83,2.99,646,4.0,Games,43,1,paid,1931.5400000000002
1182,36.12,0.99,541693,4.5,Games,43,1,paid,536276.07
1183,56.15,0.0,124618,4.5,Games,40,7,free,0.0
1184,69.44,2.99,238,4.5,Music,38,12,paid,711.62
1185,467.06,4.99,5435,4.0,Games,43,1,paid,27120.65
1186,163.37,0.0,39502,4.0,Games,24,1,free,0.0
1187,72.17,24.99,1576,4.0,Music,43,16,paid,39384.24
1188,54.46,27.99,1,4.0,Food & Drink,38,1,paid,27.99
1189,73.33,0.0,13257,4.5,Entertainment,37,1,free,0.0
1190,58.76,1.99,41,4.0,Business,37,33,paid,81.59
1191,153.79,0.99,45121,5.0,Games,40,1,paid,44669.79
1192,139.21,1.99,11187,4.5,Games,38,13,paid,22262.13
1193,1050.82,19.99,406,4.5,Medical,37,7,paid,8115.94
1194,119.98,1.99,1129,5.0,Lifestyle,40,12,paid,2246.71
1195,8.74,2.99,609,4.5,Education,37,10,paid,1820.91
1196,111.02,0.0,175,2.5,Travel,37,8,free,0.0
1197,95.36,0.0,101,4.5,Entertainment,37,3,free,0.0
1198,18.63,1.99,0,0.0,Utilities,37,1,paid,0.0
1199,15.7,0.0,0,0.0,Lifestyle,37,1,free,0.0
1200,22.85,0.99,1418,4.5,Games,43,1,paid,1403.82
1201,12.21,4.99,144,2.5,Entertainment,40,1,paid,718.5600000000001
1202,91.61,0.0,61724,3.5,News,37,1,free,0.0
1203,78.71,0.0,3582,4.0,Navigation,38,25,free,0.0
1204,657.36,6.99,53,4.5,Health & Fitness,37,1,paid,370.47
1205,15.04,0.0,39,2.0,Entertainment,37,1,free,0.0
1206,15.2,2.99,164,4.0,Entertainment,43,17,paid,490.36
1207,133.66,0.0,3115,4.0,Health & Fitness,37,1,free,0.0
1208,56.16,0.0,689,2.5,Social Networking,37,11,free,0.0
1209,21.95,4.99,10,4.5,Travel,37,1,paid,49.900000000000006
1210,8.87,0.0,0,0.0,Finance,37,1,free,0.0
1211,54.21,0.0,18492,2.5,Entertainment,37,1,free,0.0
1212,3.53,0.0,0,0.0,Book,38,1,free,0.0
1213,127.8,0.0,18219,4.0,Productivity,37,11,free,0.0
1214,45.55,2.99,2,3.0,Games,26,1,paid,5.98
1215,94.19,0.0,39819,4.0,Social Networking,37,6,free,0.0
1216,124.9,0.0,55338,4.5,Entertainment,38,21,free,0.0
1217,124.88,0.99,7204,4.5,Entertainment,38,21,paid,7131.96
1218,108.38,0.0,567344,4.5,Games,38,18,free,0.0
1219,48.86,5.99,2555,4.5,Food & Drink,37,1,paid,15304.45
1220,61.27,0.99,11,3.0,Entertainment,38,3,paid,10.89
1221,78.95,0.0,481,4.5,Food & Drink,37,1,free,0.0
1222,177.09,0.0,59255,4.5,Productivity,37,47,free,0.0
1223,1140.8,2.99,228,4.5,Games,38,2,paid,681.72
1224,78.07,0.0,437,4.5,Productivity,37,2,free,0.0
1225,72.84,1.99,1156,4.0,Games,38,1,paid,2300.44
1226,41.37,1.99,475,4.5,Games,43,1,paid,945.25
1227,170.31,3.99,664,4.5,Health & Fitness,37,1,paid,2649.36
1228,77.27,0.0,51330,4.5,Photo & Video,37,7,free,0.0
1229,104.85,0.0,119316,4.5,Music,37,12,free,0.0
1230,99.56,9.99,23,3.5,Medical,38,1,paid,229.77
1231,166.41,9.99,112,4.0,Education,37,3,paid,1118.88
1232,61.42,0.0,8062,4.0,Education,40,1,free,0.0
1233,113.71,0.99,26881,4.5,Games,38,9,paid,26612.19
1234,114.62,0.0,405007,4.5,Games,38,9,free,0.0
1235,30.99,0.0,623,2.5,Finance,37,1,free,0.0
1236,74.18,0.0,106235,4.5,Music,37,6,free,0.0
1237,80.95,0.0,286,4.0,Shopping,37,1,free,0.0
1238,687.65,2.99,5606,3.5,Games,40,9,paid,16761.940000000002
1239,571.56,0.99,9,4.5,Games,43,1,paid,8.91
1240,51.64,0.0,12002,4.5,Games,43,3,free,0.0
1241,82.92,1.99,7,4.5,Education,37,1,paid,13.93
1242,1362.15,2.99,2183,4.5,Games,40,1,paid,6527.17
1243,182.65,0.0,208,5.0,Lifestyle,37,1,free,0.0
1244,83.89,0.0,9519,3.5,Food & Drink,37,1,free,0.0
1245,80.86,0.0,79905,4.5,Photo & Video,37,36,free,0.0
1246,148.81,0.0,706110,4.5,Games,38,1,free,0.0
1247,9.56,0.0,83,3.0,Entertainment,43,1,free,0.0
1248,102.94,0.0,248,3.5,Utilities,38,2,free,0.0
1249,70.99,0.0,1007,5.0,Games,43,1,free,0.0
1250,197.56,9.99,9889,4.5,Productivity,37,16,paid,98791.11
1251,40.83,2.99,1589,4.5,Games,24,16,paid,4751.110000000001
1252,114.89,0.0,4909,4.5,Photo & Video,37,13,free,0.0
1253,2328.04,9.99,1454,4.0,Games,43,1,paid,14525.460000000001
1254,60.59,0.0,57,2.5,Finance,40,1,free,0.0
1255,99.34,1.99,279,4.5,Games,40,17,paid,555.21
1256,35.07,0.0,3287,4.0,Entertainment,37,1,free,0.0
1257,20.07,0.99,2144,4.5,Games,26,1,paid,2122.56
1258,35.68,0.99,1348,4.5,Education,37,1,paid,1334.52
1259,75.3,0.99,3189,4.5,Games,43,1,paid,3157.11
1260,73.54,0.0,3978,4.5,Photo & Video,37,16,free,0.0
1261,60.71,2.99,0,0.0,Reference,37,2,paid,0.0
1262,92.03,0.99,22281,4.5,Games,38,30,paid,22058.19
1263,92.11,0.0,275,5.0,Entertainment,38,2,free,0.0
1264,144.25,0.0,70926,4.5,Games,24,5,free,0.0
1265,383.12,4.99,1339,4.0,Games,39,9,paid,6681.610000000001
1266,19.86,3.99,10014,4.0,Weather,37,1,paid,39955.86
1267,25.93,9.99,128,4.0,Productivity,37,30,paid,1278.72
1268,3.25,2.99,346,4.0,Photo & Video,37,1,paid,1034.54
1269,59.03,0.0,22,3.0,Lifestyle,38,2,free,0.0
1270,58.62,2.99,1478,4.5,Games,43,16,paid,4419.22
1271,150.0,4.99,2125,4.5,Games,47,1,paid,10603.75
1272,214.16,2.99,734,4.0,Games,37,1,paid,2194.6600000000003
1273,68.84,0.0,8520,4.5,Photo & Video,37,18,free,0.0
1274,53.06,0.0,1952,4.5,Photo & Video,38,24,free,0.0
1275,107.57,0.0,26060,5.0,Photo & Video,37,1,free,0.0
1276,146.35,0.0,42,4.5,Shopping,38,2,free,0.0
1277,81.75,0.0,2478,4.5,Shopping,37,2,free,0.0
1278,201.35,0.0,426,4.5,Shopping,37,4,free,0.0
1279,65.64,0.0,373,4.5,News,37,2,free,0.0
1280,47.14,2.99,2798,4.0,Productivity,38,15,paid,8366.02
1281,47.96,0.0,0,0.0,Food & Drink,37,1,free,0.0
1282,40.37,0.0,691,3.5,Utilities,37,1,free,0.0
1283,205.21,2.99,571,4.5,Medical,37,4,paid,1707.2900000000002
1284,1166.09,0.0,47382,4.0,Games,37,7,free,0.0
1285,55.4,0.99,416,4.0,Games,37,1,paid,411.84
1286,91.07,0.0,101679,5.0,Finance,37,1,free,0.0
1287,94.07,0.0,9,1.5,Finance,38,1,free,0.0
1288,163.54,0.0,41108,4.5,Games,38,45,free,0.0
1289,105.99,1.99,1127,4.0,Games,40,1,paid,2242.73
1290,126.92,0.0,18544,4.5,Shopping,37,1,free,0.0
1291,35.44,8.99,248,4.0,Food & Drink,37,6,paid,2229.52
1292,139.31,1.99,84,4.5,Games,40,1,paid,167.16
1293,78.19,2.99,1397,4.0,Education,40,18,paid,4177.030000000001
1294,308.63,2.99,3107,4.5,Education,40,1,paid,9289.93
1295,229.38,0.0,130519,4.5,Games,37,7,free,0.0
1296,70.74,0.0,8454,4.5,Photo & Video,40,2,free,0.0
1297,145.97,0.0,1114,4.5,Productivity,37,12,free,0.0
1298,65.62,0.0,777,4.5,Games,37,7,free,0.0
1299,178.49,4.99,0,0.0,Games,38,1,paid,0.0
1300,73.04,0.0,69610,4.5,Games,43,1,free,0.0
1301,53.59,6.99,14469,4.0,Productivity,37,22,paid,101138.31
1302,64.17,3.99,0,0.0,Education,38,1,paid,0.0
1303,60.62,0.0,308,4.0,Productivity,37,1,free,0.0
1304,111.71,0.0,9796,4.5,Education,37,6,free,0.0
1305,115.14,0.0,456,4.5,Health & Fitness,38,2,free,0.0
1306,34.33,1.99,4243,4.0,Utilities,37,2,paid,8443.57
1307,65.6,0.0,7,4.0,Shopping,37,1,free,0.0
1308,50.49,0.0,160,4.0,Photo & Video,38,9,free,0.0
1309,72.33,0.0,1057,4.0,Education,37,31,free,0.0
1310,67.96,0.0,18202,4.0,Music,37,12,free,0.0
1311,790.74,6.99,17895,4.5,Games,39,12,paid,125086.05
1312,124.09,1.99,27593,4.0,Games,40,1,paid,54910.07
1313,58.84,4.99,875,3.0,Utilities,37,1,paid,4366.25
1314,995.32,6.99,708,4.0,Games,37,1,paid,4948.92
1315,25.37,9.99,183,5.0,Photo & Video,35,21,paid,1828.17
1316,16.87,0.0,26,4.0,Games,37,2,free,0.0
1317,106.43,0.0,12251,4.0,Games,38,1,free,0.0
1318,44.9,2.99,712,3.5,Education,43,1,paid,2128.88
1319,80.93,0.0,26286,4.5,Music,25,1,free,0.0
1320,56.11,0.0,2249,4.5,Shopping,37,1,free,0.0
1321,6.23,0.99,21,4.0,Utilities,37,1,paid,20.79
1322,91.17,0.99,143285,4.5,Games,40,14,paid,141852.15
1323,39.84,0.99,295,4.5,Games,43,1,paid,292.05
1324,51.01,0.99,1151,4.0,Entertainment,43,13,paid,1139.49
1325,52.79,2.99,2286,4.0,Entertainment,26,13,paid,6835.14
1326,289.02,0.99,4337,4.0,Entertainment,40,1,paid,4293.63
1327,19.71,0.0,373857,4.5,Games,38,11,free,0.0
1328,70.46,0.0,2099,4.0,Photo & Video,37,11,free,0.0
1329,7.97,0.0,22,3.5,Weather,37,1,free,0.0
1330,25.27,2.99,2516,4.5,Weather,38,1,paid,7522.84
1331,76.66,7.99,319,4.0,Business,24,7,paid,2548.81
1332,36.84,1.99,1164,5.0,Games,43,13,paid,2316.36
1333,136.53,0.0,16819,5.0,Health & Fitness,37,12,free,0.0
1334,84.94,2.99,14214,5.0,Games,37,1,paid,42499.86
1335,34.59,0.0,39501,4.5,Photo & Video,37,23,free,0.0
1336,28.6,0.0,203,4.0,Weather,37,1,free,0.0
1337,143.17,9.99,210,3.0,Productivity,24,1,paid,2097.9
1338,98.33,0.0,48,4.5,Navigation,37,1,free,0.0
1339,120.56,2.99,24314,4.5,Games,38,14,paid,72698.86
1340,27.9,1.99,12770,4.5,Games,40,1,paid,25412.3
1341,103.22,0.0,428,4.5,News,38,2,free,0.0
1342,65.15,1.99,8568,4.5,Games,43,1,paid,17050.32
1343,63.74,0.99,8404,4.5,Games,40,3,paid,8319.96
1344,150.63,0.0,46922,4.5,Travel,37,1,free,0.0
1345,54.18,0.0,1341,4.5,Medical,38,9,free,0.0
1346,111.08,0.0,2130805,4.5,Games,38,18,free,0.0
1347,89.67,1.99,298,5.0,Entertainment,24,8,paid,593.02
1348,110.53,0.0,31311,4.5,Games,38,14,free,0.0
1349,27.39,1.99,397,2.5,Health & Fitness,37,1,paid,790.03
1350,125.92,0.0,21082,3.5,Entertainment,37,1,free,0.0
1351,108.63,0.0,8077,3.0,Entertainment,37,1,free,0.0
1352,104.0,0.0,5703,3.5,Entertainment,37,1,free,0.0
1353,144.59,2.99,2798,3.5,Games,43,2,paid,8366.02
1354,88.89,0.0,39436,2.5,Entertainment,37,1,free,0.0
1355,127.44,0.99,0,0.0,Finance,37,1,paid,0.0
1356,178.82,4.99,1000,4.5,Games,38,5,paid,4990.0
1357,46.18,0.0,141960,4.5,Shopping,37,30,free,0.0
1358,51.69,2.99,59,3.5,Education,38,1,paid,176.41000000000003
1359,83.94,1.99,12319,4.5,Photo & Video,37,4,paid,24514.81
1360,89.9,0.0,93781,4.5,Photo & Video,37,4,free,0.0
1361,137.52,0.0,69624,4.5,Games,43,1,free,0.0
1362,75.99,0.0,20065,4.5,Entertainment,24,13,free,0.0
1363,117.53,0.0,78,4.0,Social Networking,37,1,free,0.0
1364,9.77,1.99,350,3.5,Sports,43,1,paid,696.5
1365,392.18,1.99,360,4.5,Games,40,1,paid,716.4
1366,51.28,0.99,9119,5.0,Games,43,2,paid,9027.81
1367,234.07,2.99,3389,4.5,Games,40,1,paid,10133.11
1368,62.74,0.0,12508,4.0,Lifestyle,38,10,free,0.0
1369,287.27,0.0,78918,4.5,Games,43,1,free,0.0
1370,102.07,0.0,65201,4.5,Games,38,13,free,0.0
1371,681.69,3.99,1,5.0,Games,43,1,paid,3.99
1372,248.06,0.0,26259,4.5,Games,37,1,free,0.0
1373,268.63,4.99,39,4.0,Games,26,7,paid,194.61
1374,20.44,0.0,3711,4.5,Photo & Video,38,27,free,0.0
1375,51.32,6.99,112,3.5,Health & Fitness,37,1,paid,782.88
1376,200.51,0.99,9453,4.5,Games,25,1,paid,9358.47
1377,50.76,0.0,1571,3.5,Photo & Video,37,1,free,0.0
1378,56.32,1.99,1775,3.5,Games,43,1,paid,3532.25
1379,180.39,0.0,122081,4.5,Games,38,1,free,0.0
1380,398.36,2.99,372,4.0,Education,40,15,paid,1112.28
1381,51.74,0.0,41,4.5,Lifestyle,37,1,free,0.0
1382,43.67,0.0,809,2.5,Sports,37,1,free,0.0
1383,118.24,1.99,239,4.0,Photo & Video,38,29,paid,475.61
1384,35.2,0.99,138,3.5,Sports,37,1,paid,136.62
1385,47.05,0.0,403,2.5,Entertainment,37,1,free,0.0
1386,212.08,2.99,21325,4.5,Games,37,13,paid,63761.75000000001
1387,39.22,0.0,9975,4.5,Music,37,1,free,0.0
1388,305.69,0.0,83784,4.5,Games,38,33,free,0.0
1389,163.87,0.0,32492,4.5,Games,38,14,free,0.0
1390,47.73,0.0,7496,4.5,Health & Fitness,37,5,free,0.0
1391,24.96,1.99,0,0.0,Health & Fitness,37,1,paid,0.0
1392,49.71,0.99,14,5.0,Book,38,3,paid,13.86
1393,104.24,0.0,16221,4.5,Photo & Video,37,1,free,0.0
1394,90.97,0.0,55750,3.5,Utilities,37,37,free,0.0
1395,553.91,2.99,1678,4.5,Games,40,1,paid,5017.22
1396,99.95,2.99,7573,4.5,Health & Fitness,37,11,paid,22643.27
1397,366.58,2.99,2228,4.0,Games,43,1,paid,6661.72
1398,58.07,0.99,121,4.0,Education,43,15,paid,119.78999999999999
1399,21.54,2.99,2079,4.5,Photo & Video,40,9,paid,6216.21
1400,125.37,0.0,68911,4.0,Games,38,14,free,0.0
1401,169.34,4.99,443,4.5,Games,37,1,paid,2210.57
1402,69.31,0.0,684,4.0,Education,37,2,free,0.0
1403,81.5,4.99,2089,4.0,Games,38,1,paid,10424.11
1404,1221.71,4.99,14247,4.5,Games,43,1,paid,71092.53
1405,75.04,2.99,25517,4.5,Games,38,8,paid,76295.83
1406,6.1,2.99,77,4.5,Education,37,18,paid,230.23000000000002
1407,103.1,0.0,113959,4.5,Games,38,1,free,0.0
1408,79.66,0.0,287,4.5,Entertainment,38,1,free,0.0
